duel,ply,algorithm,eval_name,order_name,depth,player_hp,npc_hp,player_potions,npc_potions,player_defending,npc_defending,best_action,best_score,minimax_nodes,alphabeta_nodes,pruned_nodes,cutoffs,prune_efficiency,evaluations,time_ms,is_last
52,8,alphabeta,balanced,default,4,65,49,3,2,False,False,ATTACK,-26,0,237,0,31,0.0,170,1.717,False
52,10,alphabeta,balanced,default,4,45,29,3,2,False,False,POTION,-29,0,231,0,24,0.0,168,1.664,False
52,12,alphabeta,balanced,default,4,45,37,3,1,False,False,ATTACK,-25,0,222,0,27,0.0,159,1.603,False
52,14,alphabeta,balanced,default,4,27,37,3,1,True,False,POTION,-10,0,211,0,27,0.0,151,1.534,False
52,16,alphabeta,balanced,default,4,27,62,3,0,True,False,ATTACK,-1,0,119,0,13,0.0,83,0.868,False
52,18,alphabeta,balanced,default,4,17,62,3,0,True,False,ATTACK,9,0,86,0,13,0.0,57,0.633,False
52,20,alphabeta,balanced,default,4,32,62,2,0,False,False,ATTACK,13,0,110,0,13,0.0,76,0.802,False
52,22,alphabeta,balanced,default,4,38,62,1,0,False,False,ATTACK,17,0,119,0,15,0.0,81,1.39,False
52,24,alphabeta,balanced,default,4,21,62,1,0,True,False,ATTACK,25,0,98,0,13,0.0,65,1.138,False
52,26,alphabeta,balanced,default,4,37,62,0,0,False,False,SPECIAL,1032,0,73,0,10,0.0,45,1.017,False
52,28,alphabeta,balanced,default,4,7,32,0,0,False,False,ATTACK,1032,0,8,0,2,0.0,4,0.131,True
53,2,alphabeta,balanced,default,4,100,80,3,3,False,False,ATTACK,-20,0,207,0,27,0.0,146,2.036,False
53,4,alphabeta,balanced,default,4,81,60,3,3,False,False,ATTACK,-21,0,234,0,31,0.0,167,1.749,False
53,6,alphabeta,balanced,default,4,65,40,3,3,False,False,POTION,-28,0,225,0,26,0.0,161,1.665,False
53,8,alphabeta,balanced,default,4,65,46,3,2,False,False,POTION,-32,0,225,0,26,0.0,161,1.646,False
53,10,alphabeta,balanced,default,4,65,51,3,1,False,False,ATTACK,-34,0,225,0,28,0.0,161,1.672,False
53,12,alphabeta,balanced,default,4,46,34,3,1,False,False,ATTACK,-29,0,222,0,27,0.0,159,1.618,False
53,14,alphabeta,balanced,default,4,31,15,3,1,False,False,POTION,-60,0,117,0,14,0.0,80,0.866,False
53,16,alphabeta,balanced,default,4,31,10,3,0,False,False,DEFEND,-1031,0,51,0,7,0.0,31,0.393,False
53,18,alphabeta,balanced,default,4,31,1,3,0,False,False,SPECIAL,-1031,0,38,0,6,0.0,24,0.291,True
54,2,alphabeta,balanced,default,4,100,80,3,3,False,False,ATTACK,-20,0,207,0,27,0.0,146,1.512,False
54,4,alphabeta,balanced,default,4,83,60,3,3,False,False,ATTACK,-23,0,234,0,31,0.0,167,1.707,False
54,6,alphabeta,balanced,default,4,64,45,3,3,False,False,POTION,-22,0,225,0,26,0.0,161,1.642,False
54,8,alphabeta,balanced,default,4,64,51,3,2,False,False,ATTACK,-23,0,237,0,31,0.0,170,2.167,False
54,10,alphabeta,balanced,default,4,45,36,3,2,False,False,ATTACK,-16,0,234,0,30,0.0,168,2.685,False
54,12,alphabeta,balanced,default,4,28,36,3,2,True,False,POTION,-2,0,248,0,31,0.0,180,2.255,False
54,14,alphabeta,balanced,default,4,28,61,3,1,True,False,POTION,13,0,229,0,30,0.0,165,1.671,False
54,16,alphabeta,balanced,default,4,28,86,3,0,True,False,ATTACK,22,0,132,0,14,0.0,93,0.979,False
54,18,alphabeta,balanced,default,4,20,86,3,0,True,False,ATTACK,30,0,106,0,13,0.0,73,0.795,False
54,20,alphabeta,balanced,default,4,37,86,2,0,False,False,ATTACK,32,0,127,0,15,0.0,89,0.926,False
54,22,alphabeta,balanced,default,4,17,86,2,0,True,False,ATTACK,43,0,86,0,13,0.0,57,0.626,False
54,24,alphabeta,balanced,default,4,33,86,1,0,False,False,ATTACK,46,0,102,0,13,0.0,68,0.736,False
54,26,alphabeta,balanced,default,4,38,86,0,0,False,False,SPECIAL,1056,0,73,0,10,0.0,45,0.533,False
54,28,alphabeta,balanced,default,4,8,56,0,0,False,False,ATTACK,1056,0,8,0,2,0.0,4,0.067,True
55,2,alphabeta,balanced,default,4,100,84,3,3,False,False,ATTACK,-16,0,204,0,27,0.0,143,1.747,False
55,4,alphabeta,balanced,default,4,81,69,3,3,False,False,ATTACK,-12,0,234,0,31,0.0,167,2.639,False
55,6,alphabeta,balanced,default,4,63,49,3,3,False,False,ATTACK,-14,0,237,0,31,0.0,170,1.803,False
55,8,alphabeta,balanced,default,4,46,31,3,3,False,False,ATTACK,-12,0,238,0,30,0.0,171,1.821,False
55,10,alphabeta,balanced,default,4,31,11,3,3,False,False,POTION,-38,0,120,0,16,0.0,83,1.684,False
55,12,alphabeta,balanced,default,4,31,16,3,2,False,False,POTION,-43,0,129,0,16,0.0,88,19.611,False
55,14,alphabeta,balanced,default,4,31,26,3,1,False,False,POTION,-28,0,188,0,22,0.0,133,2.713,False
55,16,alphabeta,balanced,default,4,31,31,3,0,False,False,ATTACK,-27,0,104,0,13,0.0,71,1.546,False
55,18,alphabeta,balanced,default,4,39,31,2,0,False,False,ATTACK,-25,0,121,0,15,0.0,84,1.778,False
55,20,alphabeta,balanced,default,4,24,31,2,0,True,False,ATTACK,-19,0,111,0,12,0.0,77,1.612,False
55,22,alphabeta,balanced,default,4,40,31,1,0,False,False,ATTACK,-16,0,122,0,14,0.0,83,3.139,False
55,24,alphabeta,balanced,default,4,23,31,1,0,True,False,ATTACK,-8,0,103,0,12,0.0,69,0.995,False
55,26,alphabeta,balanced,default,4,38,31,0,0,False,False,SPECIAL,1001,0,68,0,10,0.0,41,0.562,False
55,28,alphabeta,balanced,default,4,8,1,0,0,False,False,ATTACK,1001,0,5,0,1,0.0,3,0.082,True
56,2,alphabeta,balanced,default,4,100,81,3,3,False,False,ATTACK,-19,0,207,0,27,0.0,146,2.392,False
56,4,alphabeta,balanced,default,4,81,62,3,3,False,False,ATTACK,-19,0,234,0,31,0.0,167,3.745,False
56,6,alphabeta,balanced,default,4,61,44,3,3,False,False,POTION,-20,0,225,0,26,0.0,161,9.962,False
56,8,alphabeta,balanced,default,4,61,53,3,2,False,False,ATTACK,-18,0,237,0,31,0.0,170,1.975,False
56,10,alphabeta,balanced,default,4,43,36,3,2,False,False,ATTACK,-14,0,234,0,30,0.0,168,1.929,False
56,12,alphabeta,balanced,default,4,27,36,3,2,True,False,POTION,-1,0,228,0,31,0.0,164,1.857,False
56,14,alphabeta,balanced,default,4,27,61,3,1,True,False,POTION,14,0,211,0,28,0.0,151,1.672,False
56,16,alphabeta,balanced,default,4,27,86,3,0,True,False,ATTACK,23,0,119,0,13,0.0,83,1.064,False
56,18,alphabeta,balanced,default,4,18,86,3,0,True,False,ATTACK,32,0,86,0,13,0.0,57,0.683,False
56,20,alphabeta,balanced,default,4,33,86,2,0,False,False,ATTACK,36,0,110,0,13,0.0,76,0.847,False
56,22,alphabeta,balanced,default,4,38,86,1,0,False,False,ATTACK,41,0,119,0,15,0.0,81,0.916,False
56,24,alphabeta,balanced,default,4,18,86,1,0,True,False,ATTACK,52,0,78,0,13,0.0,49,0.624,False
56,26,alphabeta,balanced,default,4,34,86,0,0,False,False,SPECIAL,1056,0,63,0,9,0.0,38,0.752,False
56,28,alphabeta,balanced,default,4,4,56,0,0,False,False,ATTACK,1056,0,8,0,2,0.0,4,0.127,True
57,2,alphabeta,balanced,default,4,100,83,3,3,False,False,ATTACK,-17,0,207,0,27,0.0,146,2.136,False
57,4,alphabeta,balanced,default,4,84,63,3,3,False,False,ATTACK,-21,0,222,0,29,0.0,158,2.378,False
57,6,alphabeta,balanced,default,4,64,46,3,3,False,False,POTION,-21,0,225,0,26,0.0,161,1.883,False
57,8,alphabeta,balanced,default,4,64,54,3,2,False,False,ATTACK,-20,0,237,0,31,0.0,170,1.946,False
57,10,alphabeta,balanced,default,4,44,35,3,2,False,False,ATTACK,-16,0,234,0,30,0.0,168,1.898,False
57,12,alphabeta,balanced,default,4,24,35,3,2,True,False,POTION,1,0,210,0,30,0.0,150,1.785,False
57,14,alphabeta,balanced,default,4,24,60,3,1,True,False,POTION,16,0,193,0,27,0.0,137,1.563,False
57,16,alphabeta,balanced,default,4,24,85,3,0,True,False,ATTACK,25,0,106,0,13,0.0,73,0.857,False
57,18,alphabeta,balanced,default,4,40,85,2,0,False,False,ATTACK,28,0,136,0,14,0.0,96,1.085,False
57,20,alphabeta,balanced,default,4,23,85,2,0,True,False,ATTACK,36,0,106,0,13,0.0,73,0.873,False
57,22,alphabeta,balanced,default,4,38,85,1,0,False,False,ATTACK,40,0,119,0,15,0.0,81,0.96,False
57,24,alphabeta,balanced,default,4,20,85,1,0,True,False,ATTACK,49,0,98,0,13,0.0,65,0.79,False
57,26,alphabeta,balanced,default,4,36,85,0,0,False,False,SPECIAL,1055,0,63,0,9,0.0,38,0.523,False
57,28,alphabeta,balanced,default,4,6,55,0,0,False,False,ATTACK,1055,0,8,0,2,0.0,4,0.075,True
58,2,alphabeta,balanced,default,4,100,81,3,3,False,False,ATTACK,-19,0,207,0,27,0.0,146,2.547,False
58,4,alphabeta,balanced,default,4,83,62,3,3,False,False,ATTACK,-21,0,234,0,31,0.0,167,1.892,False
58,6,alphabeta,balanced,default,4,63,44,3,3,False,False,POTION,-22,0,225,0,26,0.0,161,1.765,False
58,8,alphabeta,balanced,default,4,63,49,3,2,False,False,ATTACK,-24,0,237,0,31,0.0,170,1.883,False
58,10,alphabeta,balanced,default,4,46,30,3,2,False,False,POTION,-29,0,231,0,24,0.0,168,1.796,False
58,12,alphabeta,balanced,default,4,46,38,3,1,False,False,ATTACK,-25,0,222,0,27,0.0,159,1.735,False
58,14,alphabeta,balanced,default,4,27,38,3,1,True,False,POTION,-9,0,211,0,27,0.0,151,1.648,False
58,16,alphabeta,balanced,default,4,27,63,3,0,True,False,ATTACK,0,0,119,0,13,0.0,83,0.926,False
58,18,alphabeta,balanced,default,4,17,63,3,0,True,False,ATTACK,10,0,86,0,13,0.0,57,0.769,False
58,20,alphabeta,balanced,default,4,33,63,2,0,False,False,ATTACK,13,0,110,0,13,0.0,76,0.862,False
58,22,alphabeta,balanced,default,4,39,63,1,0,False,False,ATTACK,17,0,119,0,15,0.0,81,0.926,False
58,24,alphabeta,balanced,default,4,22,63,1,0,True,False,ATTACK,25,0,98,0,13,0.0,65,0.769,False
58,26,alphabeta,balanced,default,4,39,63,0,0,False,False,SPECIAL,1033,0,73,0,10,0.0,45,0.575,False
58,28,alphabeta,balanced,default,4,9,33,0,0,False,False,ATTACK,1033,0,8,0,2,0.0,4,0.099,True
59,2,alphabeta,balanced,default,4,100,80,3,3,False,False,ATTACK,-20,0,207,0,27,0.0,146,1.597,False
59,4,alphabeta,balanced,default,4,82,63,3,3,False,False,ATTACK,-19,0,234,0,31,0.0,167,1.802,False
59,6,alphabeta,balanced,default,4,67,48,3,3,False,False,POTION,-22,0,225,0,26,0.0,161,1.737,False
59,8,alphabeta,balanced,default,4,67,54,3,2,False,False,ATTACK,-23,0,237,0,31,0.0,170,1.76,False
59,10,alphabeta,balanced,default,4,48,36,3,2,False,False,ATTACK,-19,0,234,0,30,0.0,168,2.588,False
59,12,alphabeta,balanced,default,4,33,17,3,2,False,False,POTION,-44,0,129,0,16,0.0,88,1.26,False
59,14,alphabeta,balanced,default,4,33,27,3,1,False,False,POTION,-29,0,188,0,22,0.0,133,1.85,False
59,16,alphabeta,balanced,default,4,33,34,3,0,False,False,ATTACK,-26,0,100,0,13,0.0,68,0.81,False
59,18,alphabeta,balanced,default,4,38,34,2,0,False,False,ATTACK,-21,0,117,0,14,0.0,81,0.934,False
59,20,alphabeta,balanced,default,4,22,34,2,0,True,False,ATTACK,-14,0,106,0,12,0.0,73,0.846,False
59,22,alphabeta,balanced,default,4,38,34,1,0,False,False,ATTACK,-11,0,109,0,14,0.0,73,0.867,False
59,24,alphabeta,balanced,default,4,21,34,1,0,True,False,ATTACK,-3,0,98,0,12,0.0,65,0.781,False
59,26,alphabeta,balanced,default,4,36,34,0,0,False,False,SPECIAL,1004,0,55,0,9,0.0,32,0.446,False
59,28,alphabeta,balanced,default,4,6,4,0,0,False,False,ATTACK,1004,0,5,0,1,0.0,3,0.047,True
